time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
2011-07-11 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,221177.527020,155520.000000,99493.089969,-3542.290052,37185.347358,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.060214,    1.376439,    1.236760,    1.236760,   33.388313,   -8.265152,   -6.994840,  -48.782467,    0.000000,   14.192213,    0.108906,    2.524469,    1.271571,    0.005898,    0.380168,    0.001300,    0.001300,    0.000000
2011-07-12 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,235844.509594,170553.600000,99382.522807,-3287.663941,37185.366134,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.060267,    1.221851,    1.092806,    1.092806,   35.659535,   -7.672111,   -6.239441,  -49.605435,    0.000000,   14.361194,    0.108906,    2.524470,    1.271572,    0.006153,    0.379846,    0.001300,    0.001300,    0.000000
2011-07-13 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,242799.841181,172886.400000,104234.275805,-3059.716966,37185.382759,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.060326,    1.088466,    0.961479,    0.961479,   37.168563,   -7.141075,   -5.556871,  -49.834257,    0.000000,   14.358512,    0.108906,    2.524472,    1.271572,    0.006307,    0.379720,    0.001300,    0.001300,    0.000000
2011-07-14 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,226201.796100,166449.600000,92593.888690,-4530.766831,37185.397778,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.060391,    0.944495,    0.827776,    0.827776,   39.437452,  -10.575560,   -4.735017,  -50.069285,    0.000000,   13.621610,    0.147486,    3.346252,    1.464003,    0.003493,    0.340423,    0.001300,    0.001300,    0.000000
2011-07-15 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,196820.326915,161438.400000,31937.819444,-3451.249063,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.060461,    0.932693,    0.352917,    0.352917,   42.453779,   -8.057209,   -0.738559,  -54.579933,    0.000000,   16.135566,    0.037061,    0.917996,    0.766789,   11.122452,    0.340999,    0.001300,    0.001300,    0.000000
2011-07-16 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,182987.561851,147744.000000,31495.059551,-3756.272461,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.060538,    0.834316,    0.744716,    0.744716,   39.074776,   -8.771611,    6.049532,  -49.057542,    0.000000,   13.060712,    0.213290,    4.703548,    1.736237,    0.001448,    0.341497,    0.001300,    0.001300,    0.000000
2011-07-17 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,171846.716551,140097.600000,76005.748209, -616.998061,44627.455562,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.060620,    0.897271,    0.811050,    0.811050,   39.296668,   -1.440444,   11.701591,  -38.076069,    0.000000,   13.793633,    0.103134,    2.399390,    1.239670,    0.004964,    0.341845,    0.001300,    0.001300,    0.000000
2011-07-18 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,160226.208065,138542.400000,21658.978061,  -24.881714,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.060708,    1.010791,    0.701456,    0.701456,   43.921687,   -0.058084,    6.715078,  -39.075623,    0.000000,   13.253553,    0.026658,    0.673066,    0.656575,    0.059059,    0.342028,    0.001300,    0.001300,    0.000000
2011-07-19 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,156799.643638,137462.400000,34006.659248, -288.001520,14874.401163,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.060801,    1.006182,    0.917627,    0.917627,   40.720066,   -0.672217,    8.067133,  -40.514371,    0.000000,   13.776844,    0.180546,    4.033923,    1.607535,    0.001716,    0.342141,    0.001300,    0.001300,    0.000000
2011-07-20 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,158075.189842,139190.400000,32555.294057,-6239.514969,19832.852596,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.060901,    0.799055,    0.688974,    0.688974,   43.032829,  -14.565518,  -17.599227,  -53.971145,    0.000000,   12.740632,    0.213300,    4.703802,    1.736282,    0.001343,    0.342081,    0.001300,    0.001300,    0.000000
2011-07-21 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,162728.283053,140097.600000,29013.729358,-3569.391228, 9916.295792,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.061006,    0.766819,    0.651844,    0.651844,   57.258152,   -8.333339,   -1.026254,  -55.322062,    0.000000,   12.740262,    0.169549,    3.806581,    1.561521,    0.002114,    0.341947,    0.001300,    0.001300,    0.000000
2011-07-22 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,163619.871394,138456.000000,21681.874522,-3489.216113,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.061116,    0.843157,    0.198348,    0.198348,   69.637053,   -8.147131,   -3.794612,  -67.215527,    0.000000,   13.327229,    0.069841,    1.665242,    1.032748,    0.022197,    0.341923,    0.001300,    0.001300,    0.000000
2011-07-23 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,162543.202308,137548.800000,23422.599968,-1575.069948,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.061232,    0.949849,    0.252328,    0.252328,   74.154899,   -3.678107,   -0.019388,  -75.196280,    0.000000,   12.246195,    0.037061,    0.917999,    0.766790,    0.059558,    0.506107,    0.001300,    0.001300,    0.000000
2011-07-24 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,158580.049709,136252.800000,17255.010090,-5082.735444,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.061354,    0.995278,    0.505872,    0.505872,   67.609520,  -11.871006,   -6.140168,  -73.004522,    0.000000,   14.832870,    0.008367,    0.228440,    0.382509,   10.482488,    0.635068,    0.001300,    0.001300,    0.000000
2011-07-25 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,149622.766553,133704.000000,25100.725789, -786.255903, 9916.288642,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.061482,    0.988519,    0.531029,    0.531029,   67.232436,   -1.835662,    4.764621,  -62.442050,    0.000000,   15.910539,    0.037061,    0.918002,    0.766792,    7.945538,    0.342289,    0.001300,    0.001300,    0.000000
2011-07-26 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,140337.542671,130248.000000, 5280.639952,-4818.856399,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.061614,    0.995812,    0.729504,    0.729504,   82.218720,  -11.248349,   -0.618217,  -66.095895,    0.000000,   13.828704,    0.080926,    1.912071,    1.106643,    0.010122,    0.552806,    0.001300,    0.001300,    0.000000
2011-07-27 24:00:00,47854937.565749,    0.000000,    0.000000,    0.000000,131886.713527,128779.200000,    0.000000,-5681.669951,    0.000000,    0.000000,    0.000000,    5.499793,12395019.648206,    0.000000,    0.000000,    0.000000,    0.000000,    0.061753,    0.950221,    0.870939,    0.870939,   73.342140,  -13.266952,    4.729077,  -65.668637,    0.000000,   15.732067,    0.213289,    4.703520,    1.736231,    0.000847,    0.342780,    0.001300,    0.001300,    0.000000
2011-07-28 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,123734.606875,126792.000000, 4199.733021, -132.405016, 9916.216128,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.061896,    1.274288,    1.208856,    1.208856,   61.212319,   -0.309070,   41.108238,  -39.002045,    0.000000,   12.740528,    0.339356,    7.200672,    2.156773,    0.000313,    0.343058,    0.001300,    0.001300,    0.000000
2011-07-29 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,117612.222394,120787.200000, 3898.726308, -403.536724, 7437.188872,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.062045,    1.583766,    1.525707,    1.525707,   63.438506,   -0.941398,   30.561985,  -33.708127,    0.000000,   12.742354,    0.169550,    3.806588,    1.561522,    0.001089,    0.343246,    0.001300,    0.001300,    0.000000
2011-07-30 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,111962.319120,112968.000000, 6685.977371,-2268.096294, 9916.205801,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.062199,    1.837241,    1.780231,    1.780231,   73.768494,   -5.291419,   26.538635,  -47.084710,    0.000000,   12.741724,    0.213297,    4.703715,    1.736267,    0.000672,    0.343441,    0.001300,    0.001300,    0.000000
2011-07-31 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,104297.974380,106660.800000,10005.822750,  -96.675017,12395.503196,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.062359,    2.252361,    2.204814,    2.204814,   99.327380,   -0.225482,   34.025424,  -53.038067,    0.000000,   12.742927,    0.224128,    4.923140,    1.776527,    0.000550,    0.343695,    0.001300,    0.001300,    0.000000
2011-08-01 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,97926.527448,103161.600000,75917.222237,-1116.623038,81822.610993,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.062524,    2.712821,    2.674918,    2.674918,  116.246187,   -2.602112,   34.976429,  -60.380771,    0.000000,   12.747127,    0.224173,    4.924206,    1.776714,    0.000499,    0.344009,    0.001300,    0.001300,    0.000000
2011-08-02 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,102678.138864,100267.200000,62778.800439,-6908.347438,66937.332281,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.062694,    2.992225,    2.953472,    2.953472,  104.927605,  -16.101184,   24.835868,  -61.339250,    0.000000,   12.741761,    0.266951,    5.781517,    1.926782,    0.000369,    0.343869,    0.001300,    0.001300,    0.000000
2011-08-03 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,108021.322310,96681.600000,10788.092857,-3031.836979, 2479.040000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.062869,    3.204546,    3.162423,    3.162423,   77.153755,   -7.064300,   19.478765,  -49.763021,    0.000000,   12.741940,    0.213292,    4.703595,    1.736245,    0.000588,    0.343683,    0.001300,    0.001300,    0.000000
2011-08-04 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,108690.396113,96768.000000,56770.369339,  -29.016443,44626.851529,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.063049,    3.640810,    3.606834,    3.606834,   77.876029,   -0.067561,   42.893165,  -37.604033,    0.000000,   12.571146,    0.213319,    4.704253,    1.736364,    0.000575,    0.343744,    0.001300,    0.001300,    0.000000
2011-08-05 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,113200.490045,96854.400000,43510.728931, -258.825819,27270.901720,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.063234,    3.903181,    3.866413,    3.866413,   95.795664,   -0.602630,   11.727994,  -57.374951,    0.000000,   12.921373,    0.147484,    3.346202,    1.463992,    0.001158,    0.343628,    0.001300,    0.001300,    0.000000
2011-08-06 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,116830.010880,94392.000000,24890.015956,-2519.979472, 4958.032639,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.063425,    3.959159,    3.911915,    3.911915,   74.455980,   -5.866027,    0.504290,  -59.887558,    0.000000,   12.719165,    0.103127,    2.399160,    1.239610,    0.002214,    0.343456,    0.001300,    0.001300,    0.000000
2011-08-07 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,131064.614374,92836.800000,84009.222460,-9017.226020,54543.262814,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.063620,    3.717998,    3.612361,    3.612361,   50.142607,  -20.992361,  -22.464824,  -58.700100,    0.000000,   12.920149,    0.080932,    1.912269,    1.106700,    0.004064,    0.343165,    0.001300,    0.001300,    0.000000
2011-08-08 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,199369.717913,91670.400000,309523.879691,-2601.999339,203386.033782,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.063820,    3.675326,    3.561519,    3.561519,   47.494272,   -6.058536,   -5.539846,  -48.389363,    0.000000,   12.934768,    0.180630,    4.036093,    1.607965,    0.001739,    0.341811,    0.001300,    0.001300,    0.000000
2011-08-09 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,289584.371398,104846.400000,212148.115231,  -14.696765,27271.194638,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.064024,    3.908195,    3.769847,    3.769847,   85.161877,   -0.034221,   10.229993,  -56.546663,    0.000000,   13.086225,    0.180552,    4.034071,    1.607565,    0.002397,    0.339684,    0.001300,    0.001300,    0.000000
2011-08-10 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,350299.235520,143596.800000,202009.012135,-4703.141574,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.064234,    4.184447,    4.043042,    4.043042,  150.230953,  -10.944967,   -3.885528,  -83.772039,    0.000000,   13.239069,    0.169545,    3.806462,    1.561496,    0.003106,    0.338299,    0.001300,    0.001300,    0.000000
2011-08-11 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,393781.838234,184032.000000,203768.622109,-5993.579703,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.064448,    4.465225,    4.329388,    4.329388,  166.931361,  -13.946209,   -4.126438,  -94.892810,    0.000000,   14.548210,    0.069841,    1.665234,    1.032745,    0.015193,    0.337263,    0.001300,    0.001300,    0.000000
2011-08-12 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,403069.191941,205502.400000,194402.917338,-3170.437393,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.064667,    4.585631,    4.442875,    4.442875,  113.591274,   -7.376819,   -0.382746,  -84.926339,    0.000000,   15.323692,    0.069841,    1.665243,    1.032748,    0.015267,    0.336986,    0.001300,    0.001300,    0.000000
2011-08-13 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,351516.624631,212544.000000,132534.424959,-6451.496469,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.064890,    4.576176,    4.427678,    4.427678,   98.061063,  -15.008990,  -10.151203,  -76.209865,    0.000000,   13.694186,    0.080926,    1.912065,    1.106641,    0.010586,    0.337920,    0.001300,    0.001300,    0.000000
2011-08-14 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,276067.956110,211464.000000,66934.747882,-5119.519867, 7437.066087,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.065118,    4.544416,    4.410991,    4.410991,   88.456731,  -11.911151,   -7.595761,  -72.646400,    0.000000,   13.229107,    0.147476,    3.345981,    1.463943,    0.003050,    0.339330,    0.001300,    0.001300,    0.000000
2011-08-15 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,237577.050346,207921.600000,110929.014384,-5953.843777,86780.626967,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.065350,    4.450887,    4.332552,    4.332552,   68.365736,  -13.853302,  -11.154924,  -58.564981,    0.000000,   12.906261,    0.266970,    5.781932,    1.926847,    0.000889,    0.340225,    0.001300,    0.001300,    0.000000
2011-08-16 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,226100.313252,204163.200000,245057.856904,-1258.421404,223234.425633,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.065587,    4.512574,    4.411914,    4.411914,   55.456480,   -2.928127,    4.988483,  -43.316870,    0.000000,   12.961109,    0.169637,    3.808896,    1.561993,    0.001990,    0.340744,    0.001300,    0.001300,    0.000000
2011-08-17 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,298196.506534,205891.200000,388703.918601, -287.564154,295226.295680,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.065827,    4.768887,    4.651990,    4.651990,   53.686897,   -0.669059,   24.992563,  -35.766750,    0.000000,   12.756899,    0.213468,    4.707891,    1.737024,    0.001669,    0.339535,    0.001300,    0.001300,    0.000000
2011-08-18 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,461043.880150,212673.600000,407933.475279,    0.000000,158723.162177,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.066072,    5.167809,    5.017629,    5.017629,  110.876375,    0.000000,   14.058214,  -57.381835,    0.000000,   12.756776,    0.103155,    2.400025,    1.239834,    0.008790,    0.336118,    0.001300,    0.001300,    0.000000
2011-08-19 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,588572.412048,254836.800000,348571.153922, -122.807433,14874.539671,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.066322,    5.715248,    5.579447,    5.579447,  164.593362,   -0.285594,    8.897673,  -68.239295,    0.000000,   14.558544,    0.037062,    0.918018,    0.766798,    0.051321,    0.333207,    0.001300,    0.001300,    0.000000
2011-08-20 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,638796.394008,328536.000000,318812.253166,-1412.858601, 9916.263308,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.066575,    6.223074,    6.107650,    6.107650,  180.168056,   -3.281307,    3.206288,  -80.786860,    0.000000,   14.484063,    0.080927,    1.912124,    1.106658,    0.016635,    0.331883,    0.001300,    0.001300,    0.000000
2011-08-21 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,654669.439560,371044.800000,278030.648577,-5605.557974,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.066832,    6.645728,    6.542373,    6.542373,  194.767524,  -13.016623,   -2.305402,  -96.731709,    0.000000,   13.508548,    0.080926,    1.912068,    1.106642,    0.016649,    0.331359,    0.001300,    0.001300,    0.000000
2011-08-22 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,587818.198800,375062.400000,207244.951868,-5522.242860,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.067093,    7.053992,    6.999313,    6.999313,  197.270396,  -12.819613,   -0.191009,  -97.399783,    0.000000,   14.011789,    0.069841,    1.665236,    1.032745,    0.019415,    0.332591,    0.001300,    0.001300,    0.000000
2011-08-23 24:00:00,47857500.000000,    0.000000,    0.000000,    0.000000,428783.143298,362793.600000,41829.745525,-24208.542035,    0.000000,    0.000000,    0.000000,    5.500000,12395200.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.067358,    7.247172,    7.219554,    7.219554,  196.771294,  -56.180097,   -4.762735,  -92.352849,    0.000000,   13.055535,    0.169537,    3.806251,    1.561453,    0.003301,    0.335671,    0.001300,    0.001300,    0.000000
2011-08-24 24:00:00,47799031.791144,    0.000000,    0.000000,    0.000000,308215.134158,347068.800000,    0.000000,-19654.353321,    0.000000,    0.000000,    0.000000,    5.495273,12391084.832409,    0.000000,    0.000000,    0.000000,    0.000000,    0.067627,    7.417509,    7.409365,    7.409365,  140.474810,  -45.613469,   11.657208,  -69.180439,    0.000000,   13.051592,    0.287911,    6.196273,    1.996004,    0.000905,    0.337750,    0.001300,    0.001300,    0.000000
2011-08-25 24:00:00,47830031.484702,    0.000000,    0.000000,    0.000000,257436.840125,331128.000000,    0.000000,-24357.569097,128895.637066,    0.000000,    0.000000,    5.497779,12393266.683654,    0.000000,    0.000000,    0.000000,    0.000000,    0.067899,    7.269833,    7.238385,    7.238385,  147.143035,  -56.514452,  -32.811676,  -85.398839,    0.000000,   12.727215,    0.266939,    5.781237,    1.926738,    0.000856,    0.339029,    0.001300,    0.001300,    0.000000
2011-08-26 24:00:00,47716626.719376,    0.000000,    0.000000,    0.000000,228083.664067,318816.000000,    0.000000,-25193.352915, 2478.633895,    0.000000,    0.000000,    5.488611,12385284.916740,    0.000000,    0.000000,    0.000000,    0.000000,    0.068175,    7.227618,    7.185464,    7.185464,  194.046505,  -58.509275,  -38.943157, -103.891212,    0.000000,   12.984867,    0.169526,    3.805970,    1.561396,    0.001738,    0.339118,    0.001300,    0.001300,    0.000000
2011-08-27 24:00:00,47588446.997323,    0.000000,    0.000000,    0.000000,198480.950186,304948.800000,    0.000000,-21738.405342,    0.000000,    0.000000,    0.000000,    5.478249,12376263.244136,    0.000000,    0.000000,    0.000000,    0.000000,    0.068454,    7.240493,    7.210898,    7.210898,  176.082610,  -50.522025,  -24.022579,  -94.567512,    0.000000,   12.874563,    0.169480,    3.804751,    1.561147,    0.001550,    0.339290,    0.001300,    0.001300,    0.000000
2011-08-28 24:00:00,47525719.702268,    0.000000,    0.000000,    0.000000,184149.774259,284515.200000,    0.000000,-19271.842429,56932.476301,    0.000000,    0.000000,    5.473177,12371848.309307,    0.000000,    0.000000,    0.000000,    0.000000,    0.068737,    7.342666,    7.327249,    7.327249,  172.470198,  -44.798837,  -16.560829,  -86.628899,    0.000000,   12.675472,    0.287698,    6.191515,    1.995290,    0.000548,    0.339410,    0.001300,    0.001300,    0.000000
